LastTimeWithData,ti,Time,Predict,Real
2023-11-23 08:00:00,1,2023-11-23 08:30:00,0.0,2.0
2023-11-23 08:30:00,1,2023-11-23 09:00:00,1.9329434260725975,0.0
2023-11-23 09:00:00,1,2023-11-23 09:30:00,0.0,1.0
2023-11-23 09:30:00,1,2023-11-23 10:00:00,0.4164494276046753,4.0
2023-11-23 10:00:00,1,2023-11-23 10:30:00,3.5036855041980743,5.0
2023-11-23 10:30:00,1,2023-11-23 11:00:00,4.892371796071529,1.0
2023-11-23 11:00:00,1,2023-11-23 11:30:00,1.897434651851654,2.0
2023-11-23 11:30:00,1,2023-11-23 12:00:00,2.8184813261032104,2.0
2023-11-23 12:00:00,1,2023-11-23 12:30:00,2.7522955536842346,4.0
2023-11-23 12:30:00,1,2023-11-23 13:00:00,4.569088041782379,5.0
2023-11-23 13:00:00,1,2023-11-23 13:30:00,5.398444503545761,1.0
2023-11-23 13:30:00,1,2023-11-23 14:00:00,1.801796317100525,4.0
2023-11-23 14:00:00,1,2023-11-23 14:30:00,4.352995902299881,6.0
2023-11-23 14:30:00,1,2023-11-23 15:00:00,6.227822512388229,7.0
2023-11-23 15:00:00,1,2023-11-23 15:30:00,7.952927350997925,10.0
2023-11-23 15:30:00,1,2023-11-23 16:00:00,9.604679971933365,11.0
2023-11-23 16:00:00,1,2023-11-23 16:30:00,10.640136182308197,5.0
2023-11-23 16:30:00,1,2023-11-23 17:00:00,4.258143126964569,3.0
2023-11-23 17:00:00,1,2023-11-23 17:30:00,2.9867042042315006,11.0
2023-11-23 17:30:00,1,2023-11-23 18:00:00,10.526547700166702,9.0
2023-11-23 18:00:00,1,2023-11-23 18:30:00,9.684174120426178,7.0
2023-11-23 18:30:00,1,2023-11-23 19:00:00,7.446872293949127,6.0
2023-11-23 19:00:00,1,2023-11-23 19:30:00,7.21742057800293,6.0
2023-11-23 19:30:00,1,2023-11-23 20:00:00,6.950025320053101,5.0
2023-11-23 20:00:00,1,2023-11-23 20:30:00,5.634075105190277,10.0
2023-11-23 20:30:00,1,2023-11-23 21:00:00,10.641846537590027,12.0
2023-11-23 21:00:00,1,2023-11-23 21:30:00,13.021796941757202,12.0
2023-11-23 21:30:00,1,2023-11-23 22:00:00,12.889969170093536,9.0
2023-11-23 22:00:00,1,2023-11-23 22:30:00,10.03301453590393,14.0
2023-11-23 22:30:00,1,2023-11-23 23:00:00,14.804792404174805,12.0
2023-11-23 23:00:00,1,2023-11-23 23:30:00,12.315291851758957,13.0
2023-11-23 23:30:00,1,2023-11-24 00:00:00,13.475096762180328,13.0
2023-11-24 00:00:00,1,2023-11-24 00:30:00,13.076012328267097,12.0
2023-11-24 00:30:00,1,2023-11-24 01:00:00,12.56467491388321,12.0
2023-11-24 01:00:00,1,2023-11-24 01:30:00,12.16017396748066,12.0
2023-11-24 01:30:00,1,2023-11-24 02:00:00,12.17301358282566,12.0
2023-11-24 02:00:00,1,2023-11-24 02:30:00,12.110362060368061,12.0
2023-11-24 02:30:00,1,2023-11-24 03:00:00,11.961826018989086,12.0
2023-11-24 03:00:00,1,2023-11-24 03:30:00,12.117170549929142,13.0
2023-11-24 03:30:00,1,2023-11-24 04:00:00,12.919940903782845,12.0
2023-11-24 04:00:00,1,2023-11-24 04:30:00,11.466657757759094,13.0
2023-11-24 04:30:00,1,2023-11-24 05:00:00,12.413209676742554,13.0
2023-11-24 05:00:00,1,2023-11-24 05:30:00,11.960235834121704,13.0
2023-11-24 05:30:00,1,2023-11-24 06:00:00,10.456396102905273,10.0
2023-11-24 06:00:00,1,2023-11-24 06:30:00,7.677078723907471,9.0
2023-11-24 06:30:00,1,2023-11-24 07:00:00,4.9914045333862305,3.0
2023-11-24 07:00:00,1,2023-11-24 07:30:00,1.5337388515472412,2.0
2023-11-24 07:30:00,1,2023-11-24 08:00:00,0.0,0.0
2023-11-24 08:00:00,1,2023-11-24 08:30:00,0.0,4.0
2023-11-24 08:30:00,1,2023-11-24 09:00:00,3.8565556555986404,1.0
2023-11-24 09:00:00,1,2023-11-24 09:30:00,0.8176890313625336,1.0
2023-11-24 09:30:00,1,2023-11-24 10:00:00,0.5080426335334778,0.0
2023-11-24 10:00:00,1,2023-11-24 10:30:00,0.0,1.0
2023-11-24 10:30:00,1,2023-11-24 11:00:00,1.0036119855940342,1.0
2023-11-24 11:00:00,1,2023-11-24 11:30:00,1.9825208187103271,2.0
2023-11-24 11:30:00,1,2023-11-24 12:00:00,2.7840079069137573,4.0
2023-11-24 12:00:00,1,2023-11-24 12:30:00,5.1867018938064575,3.0
2023-11-24 12:30:00,1,2023-11-24 13:00:00,3.6472233533859253,7.0
2023-11-17 12:30:00,2,2023-11-17 13:30:00,1.0380546003580093,2.0
2023-11-17 13:00:00,2,2023-11-17 14:00:00,3.2010691165924072,6.0
2023-11-17 13:30:00,2,2023-11-17 14:30:00,3.1332282423973083,8.0
2023-11-17 14:00:00,2,2023-11-17 15:00:00,6.774751991033554,0.0
